order_id,customer_id,order_date,order_status,payment_method,sales_channel,gross_amount,discount_amount,shipping_fee,final_amount,delivered_date
O00555,C0304,2024-10-26,Returned,COD,Marketplace,249,0,49,298,2024-11-01
O00556,C0235,2024-08-20,Delivered,Net Banking,Website,599,0,40,639,2024-08-23
O00557,C0398,2024-10-27,Delivered,Credit Card,Website,314.1,34.9,40,354.1,2024-11-02
O00558,C0205,2024-11-30,Delivered,Debit Card,Website,509.15,89.85,59,568.15,2024-12-02
O00559,C0092,2024-08-28,Delivered,Net Banking,Mobile App,1025.55,22.45,0,1025.55,2024-09-01
O00560,C0218,2024-06-03,Delivered,Net Banking,Website,1509.05,236.95,0,1509.05,2024-06-09
O00561,C0197,2025-12-03,Delivered,COD,Website,1707.3,189.7,0,1707.3,2025-12-07
O00562,C0172,2025-07-01,Delivered,UPI,Website,1208.25,189.75,0,1208.25,2025-07-06
O00563,C0447,2025-04-10,Delivered,UPI,Mobile App,569.05,29.95,49,618.05,2025-04-14
O00564,C0151,2024-12-31,Delivered,UPI,Website,331.55,17.45,40,371.55,2025-01-02
O00565,C0458,2024-10-08,Delivered,Credit Card,Marketplace,1209.8,137.2,0,1209.8,2024-10-11
O00566,C0372,2024-03-21,Delivered,UPI,Website,296.65,52.35,40,336.65,2024-03-28
O00567,C0134,2024-11-06,Delivered,Net Banking,Mobile App,399.2,99.8,49,448.2,2024-11-12
O00568,C0142,2025-05-28,Delivered,COD,Mobile App,379.05,19.95,40,419.05,2025-05-31
O00569,C0405,2025-10-12,Delivered,UPI,Website,594.15,104.85,59,653.15,2025-10-16
O00570,C0278,2025-02-02,Delivered,UPI,Website,1058.15,89.85,0,1058.15,2025-02-06
O00571,C0293,2024-03-21,Delivered,UPI,Website,1801.65,344.35,0,1801.65,2024-03-26
O00572,C0121,2025-01-19,Delivered,Credit Card,Mobile App,1887.3,209.7,0,1887.3,2025-01-22
O00573,C0385,2024-08-10,Delivered,UPI,Website,2037.45,359.55,0,2037.45,2024-08-14
O00574,C0201,2024-08-18,Delivered,Credit Card,Mobile App,426.55,22.45,59,485.55,2024-08-24
O00575,C0336,2024-06-25,Delivered,Credit Card,Website,616.55,32.45,59,675.55,2024-06-30
O00576,C0307,2025-08-07,Returned,UPI,Website,1374.85,172.15,0,1374.85,2025-08-12
O00577,C0123,2024-06-28,Delivered,UPI,Website,494.1,54.9,59,553.1,2024-07-03
O00578,C0408,2024-06-30,Delivered,UPI,Mobile App,539.1,59.9,40,579.1,2024-07-02
O00579,C0442,2025-01-25,Returned,Credit Card,Mobile App,465.8,82.2,59,524.8,2025-01-31
O00580,C0370,2024-06-22,Delivered,UPI,Website,509.15,89.85,49,558.15,2024-06-29
O00581,C0126,2024-09-23,Delivered,UPI,Website,599,0,59,658,2024-09-27
O00582,C0158,2024-06-11,Delivered,Debit Card,Mobile App,359.1,39.9,49,408.1,2024-06-14
O00583,C0300,2024-01-13,Delivered,Debit Card,Marketplace,426.55,22.45,40,466.55,2024-01-18
O00584,C0268,2025-01-18,Returned,Debit Card,Mobile App,404.1,44.9,40,444.1,2025-01-22
O00585,C0374,2024-05-02,Delivered,Credit Card,Marketplace,1272.15,74.85,0,1272.15,2024-05-06
O00586,C0447,2024-03-22,Delivered,Credit Card,Website,314.1,34.9,40,354.1,2024-03-25
O00587,C0091,2024-02-11,Delivered,UPI,Mobile App,1138.1,59.9,0,1138.1,2024-02-17
O00588,C0051,2025-07-03,Delivered,Net Banking,Website,399,0,59,458,2025-07-06
O00589,C0292,2024-01-10,Cancelled,UPI,Mobile App,968.25,129.75,0,0,1900-01-00
O00590,C0308,2024-10-04,Delivered,Credit Card,Website,2785.8,509.2,0,2785.8,2024-10-08
O00591,C0092,2024-03-08,Delivered,UPI,Mobile App,598,0,40,638,2024-03-14
O00592,C0242,2024-04-15,Returned,UPI,Mobile App,699,0,0,699,2024-04-18
O00593,C0404,2025-03-02,Delivered,COD,Website,1969.75,177.25,0,1969.75,2025-03-08
O00594,C0500,2025-04-12,Delivered,Debit Card,Website,908.25,139.75,0,908.25,2025-04-15
O00595,C0039,2025-10-22,Returned,Credit Card,Marketplace,1720.35,124.65,0,1720.35,2025-10-26
O00596,C0451,2024-03-16,Delivered,UPI,Website,699,0,0,699,2024-03-19
O00597,C0391,2025-11-07,Delivered,UPI,Website,1127.45,169.55,0,1127.45,2025-11-11
O00598,C0095,2024-11-24,Delivered,UPI,Mobile App,930.55,17.45,0,930.55,2024-11-28
O00599,C0192,2024-01-17,In Transit,COD,Mobile App,379.05,19.95,40,419.05,1900-01-00
O00600,C0377,2024-03-18,In Transit,Debit Card,Website,2425.65,369.35,0,2425.65,1900-01-00
O00601,C0393,2025-12-01,Delivered,Credit Card,Mobile App,793.2,104.8,0,793.2,2025-12-07
O00602,C0004,2025-09-30,Delivered,UPI,Website,664.05,34.95,49,713.05,2025-10-05
O00603,C0079,2024-07-12,Delivered,UPI,Website,753.3,144.7,0,753.3,2024-07-15
O00604,C0120,2024-08-10,Delivered,Net Banking,Marketplace,319.2,79.8,59,378.2,2024-08-13
O00605,C0395,2025-01-24,Delivered,COD,Website,975.75,122.25,0,975.75,2025-02-02
O00606,C0185,2025-05-04,Delivered,Credit Card,Website,1267.3,129.7,0,1267.3,2025-05-11
O00607,C0449,2024-11-15,Returned,UPI,Mobile App,549,0,49,598,2024-11-21
O00608,C0480,2025-06-15,Delivered,Net Banking,Website,2243.85,202.15,0,2243.85,2025-06-19
O00609,C0018,2024-05-27,Delivered,UPI,Mobile App,519.2,129.8,40,559.2,2024-05-31
O00610,C0439,2025-07-03,Cancelled,Net Banking,Website,569.05,29.95,0,0,1900-01-00
O00611,C0277,2025-01-09,Delivered,UPI,Website,1053.25,144.75,0,1053.25,2025-01-15
O00612,C0145,2024-10-26,Delivered,Debit Card,Website,1741.5,304.5,0,1741.5,2024-10-30
O00613,C0074,2024-10-24,Delivered,UPI,Website,1457.45,239.55,0,1457.45,2024-10-29
O00614,C0173,2024-12-11,Delivered,UPI,Mobile App,1102.45,194.55,0,1102.45,2024-12-15
O00615,C0425,2025-10-19,Delivered,UPI,Website,1010.25,336.75,0,1010.25,2025-10-22
O00616,C0454,2025-06-07,Cancelled,UPI,Website,703.35,144.65,0,0,1900-01-00
O00617,C0186,2025-07-06,Returned,Credit Card,Website,584.1,64.9,59,643.1,2025-07-09
O00618,C0458,2025-05-02,Delivered,COD,Website,319.2,79.8,59,378.2,2025-05-07
O00619,C0422,2024-06-13,Delivered,COD,Website,515.9,132.1,49,564.9,2024-06-16
O00620,C0345,2024-10-09,Delivered,UPI,Website,404.1,44.9,49,453.1,2024-10-15
O00621,C0313,2025-10-20,Cancelled,COD,Website,958.2,89.8,0,0,1900-01-00
O00622,C0250,2024-10-25,Delivered,COD,Mobile App,2573.8,172.2,0,2573.8,2024-10-30
O00623,C0144,2024-10-09,Delivered,UPI,Mobile App,296.65,52.35,49,345.65,2024-10-12
O00624,C0303,2025-03-20,Delivered,Debit Card,Mobile App,713.3,134.7,0,713.3,2025-03-25
O00625,C0489,2024-04-10,Delivered,Debit Card,Website,848.3,149.7,0,848.3,2024-04-17
O00626,C0268,2024-02-08,Delivered,Credit Card,Mobile App,758.4,189.6,0,758.4,2024-02-14
O00627,C0435,2024-09-16,Delivered,UPI,Marketplace,296.65,52.35,59,355.65,2024-09-19
O00628,C0108,2025-07-25,Delivered,UPI,Website,638.4,159.6,49,687.4,2025-07-29
O00629,C0413,2024-08-21,Delivered,COD,Website,381.65,67.35,40,421.65,2024-08-24
O00630,C0180,2024-12-11,Returned,Debit Card,Marketplace,559.2,139.8,59,618.2,2024-12-16
O00631,C0102,2025-08-20,Delivered,UPI,Mobile App,698,0,59,757,2025-08-26
O00632,C0151,2025-09-20,Delivered,COD,Website,379.05,19.95,49,428.05,2025-09-23
O00633,C0113,2024-09-08,Delivered,Net Banking,Website,718.2,79.8,0,718.2,2024-09-12
O00634,C0291,2024-07-15,Cancelled,Credit Card,Mobile App,1444.9,249.1,0,0,1900-01-00
O00635,C0164,2025-07-07,In Transit,UPI,Mobile App,2927.1,316.9,0,2927.1,1900-01-00
O00636,C0331,2025-07-21,Delivered,UPI,Mobile App,399,0,40,439,2025-07-23
O00637,C0445,2025-10-20,Delivered,Debit Card,Mobile App,1535.45,159.55,0,1535.45,2025-10-25
O00638,C0485,2025-08-20,Delivered,Net Banking,Marketplace,296.65,52.35,40,336.65,2025-08-25
O00639,C0374,2024-06-14,Delivered,Credit Card,Mobile App,584.1,64.9,40,624.1,2024-06-18
O00640,C0199,2025-02-21,Delivered,Net Banking,Website,616.55,32.45,40,656.55,2025-02-24
O00641,C0325,2024-03-24,Delivered,Credit Card,Website,1866.3,179.7,0,1866.3,2024-03-26
O00642,C0289,2025-01-18,In Transit,UPI,Mobile App,559.2,139.8,40,599.2,1900-01-00
O00643,C0308,2025-01-18,Returned,Debit Card,Mobile App,1298,0,0,1298,2025-01-20
O00644,C0255,2024-07-16,In Transit,COD,Marketplace,1029.8,117.2,0,1029.8,1900-01-00
O00645,C0097,2024-08-17,Delivered,COD,Mobile App,1068.15,79.85,0,1068.15,2024-08-22
O00646,C0230,2024-07-21,Delivered,UPI,Website,404.1,44.9,49,453.1,2024-07-25
O00647,C0395,2024-10-21,Delivered,Credit Card,Website,1647.25,149.75,0,1647.25,2024-10-24
O00648,C0027,2025-12-01,Delivered,Credit Card,Website,598,0,40,638,2025-12-08
O00649,C0038,2024-07-27,Delivered,Credit Card,Website,569.05,29.95,40,609.05,2024-08-01
O00650,C0170,2024-06-30,Cancelled,UPI,Mobile App,584.1,64.9,0,0,1900-01-00
O00651,C0452,2025-03-08,Delivered,COD,Website,1102.45,194.55,0,1102.45,2025-03-11
O00652,C0066,2025-11-09,Delivered,UPI,Website,1187.45,209.55,0,1187.45,2025-11-14
O00653,C0134,2024-04-21,Delivered,Net Banking,Website,449.1,49.9,40,489.1,2024-04-25
O00654,C0095,2024-03-26,Delivered,UPI,Mobile App,649,0,59,708,2024-04-01
O00655,C0292,2024-01-15,Delivered,COD,Marketplace,664.05,34.95,40,704.05,2024-01-23
O00656,C0116,2024-07-07,Delivered,Debit Card,Website,474.05,24.95,40,514.05,2024-07-10
O00657,C0030,2024-04-24,Delivered,Credit Card,Mobile App,449,0,40,489,2024-04-29
O00658,C0394,2024-11-01,Delivered,Credit Card,Website,695.85,152.15,40,735.85,2024-11-06
O00659,C0177,2025-10-13,Returned,UPI,Website,649,0,49,698,2025-10-22
O00660,C0437,2024-08-20,Delivered,Credit Card,Website,719.1,79.9,0,719.1,2024-08-28
O00661,C0173,2024-11-29,Delivered,Credit Card,Website,783.25,114.75,0,783.25,2024-12-06
O00662,C0192,2025-10-21,Delivered,Credit Card,Website,958.4,239.6,0,958.4,2025-10-25
O00663,C0338,2025-01-28,Delivered,COD,Website,299.25,99.75,59,358.25,2025-02-02
O00664,C0078,2025-02-25,Delivered,Debit Card,Mobile App,404.1,44.9,59,463.1,2025-03-04
O00665,C0403,2024-08-10,Delivered,UPI,Marketplace,663.1,34.9,40,703.1,2024-08-14
O00666,C0299,2025-04-02,Delivered,UPI,Website,1188.1,59.9,0,1188.1,2025-04-07
O00667,C0144,2025-12-07,Delivered,UPI,Marketplace,3310.35,234.65,0,3310.35,2025-12-11
O00668,C0230,2024-01-21,Returned,Credit Card,Mobile App,3444.85,549.15,0,3444.85,2024-01-29
O00669,C0214,2024-06-22,Delivered,Credit Card,Marketplace,1682.45,314.55,0,1682.45,2024-07-01
O00670,C0338,2024-03-23,Delivered,Net Banking,Marketplace,499,0,49,548,2024-03-27
O00671,C0188,2025-06-08,Delivered,UPI,Website,1463.75,82.25,0,1463.75,2025-06-13
O00672,C0125,2024-08-12,Delivered,UPI,Website,331.55,17.45,59,390.55,2024-08-14
O00673,C0495,2025-04-16,Delivered,Debit Card,Mobile App,1118.4,279.6,0,1118.4,2025-04-19
O00674,C0047,2024-01-04,Delivered,UPI,Mobile App,381.65,67.35,59,440.65,2024-01-13
O00675,C0096,2025-04-25,Delivered,Net Banking,Website,549,0,40,589,2025-05-02
O00676,C0097,2024-08-13,Delivered,UPI,Marketplace,404.1,44.9,59,463.1,2024-08-18
O00677,C0272,2024-01-08,In Transit,UPI,Mobile App,509.15,89.85,59,568.15,1900-01-00
O00678,C0387,2025-10-22,Delivered,Debit Card,Website,840.7,107.3,0,840.7,2025-10-29
O00679,C0391,2025-05-15,In Transit,UPI,Mobile App,314.1,34.9,49,363.1,1900-01-00
O00680,C0238,2025-04-20,Delivered,Debit Card,Website,524.25,174.75,59,583.25,2025-04-23
O00681,C0464,2024-10-25,Delivered,UPI,Website,521.55,27.45,59,580.55,2024-10-28
O00682,C0250,2024-08-11,In Transit,Debit Card,Mobile App,426.55,22.45,49,475.55,1900-01-00
O00683,C0007,2024-11-11,Delivered,UPI,Mobile App,923.05,24.95,0,923.05,2024-11-16
O00684,C0010,2025-04-02,Delivered,COD,Mobile App,1429.9,217.1,0,1429.9,2025-04-10
O00685,C0294,2024-08-22,Delivered,Net Banking,Website,1897.15,99.85,0,1897.15,2024-08-27
O00686,C0462,2025-01-24,Delivered,UPI,Website,1647.25,149.75,0,1647.25,2025-01-27
O00687,C0310,2025-07-03,Delivered,UPI,Marketplace,1827.25,169.75,0,1827.25,2025-07-07
O00688,C0437,2024-01-12,Delivered,UPI,Website,630.8,117.2,40,670.8,2024-01-17
O00689,C0056,2024-10-07,Delivered,Credit Card,Website,1308.05,39.95,0,1308.05,2024-10-14
O00690,C0166,2025-08-10,Delivered,UPI,Mobile App,381.65,67.35,49,430.65,2025-08-12
O00691,C0482,2025-12-31,Delivered,COD,Website,314.1,34.9,59,373.1,2026-01-04
O00692,C0356,2024-06-07,Delivered,UPI,Website,1218.25,179.75,0,1218.25,2024-06-12
O00693,C0022,2024-08-12,Returned,COD,Website,331.55,17.45,59,390.55,2024-08-18
O00694,C0179,2024-11-13,Returned,UPI,Website,569.05,29.95,59,628.05,2024-11-17
O00695,C0147,2025-08-20,Delivered,Debit Card,Website,279.2,69.8,40,319.2,2025-08-23
O00696,C0383,2024-11-01,Delivered,Net Banking,Mobile App,539.1,59.9,49,588.1,2024-11-04
O00697,C0441,2024-12-07,Returned,UPI,Website,2684.75,359.25,0,2684.75,2024-12-14
O00698,C0098,2025-03-09,Delivered,UPI,Mobile App,549,0,49,598,2025-03-17
O00699,C0410,2025-10-25,Delivered,Net Banking,Marketplace,629.1,69.9,59,688.1,2025-10-30
O00700,C0033,2024-08-16,Delivered,UPI,Website,610.65,37.35,49,659.65,2024-08-22
O00701,C0104,2024-11-08,Delivered,Credit Card,Website,1073.3,224.7,0,1073.3,2024-11-15
O00702,C0234,2025-04-28,Delivered,COD,Mobile App,759.05,39.95,0,759.05,2025-05-03
O00703,C0417,2025-11-19,Delivered,Credit Card,Website,948.1,49.9,0,948.1,2025-11-23
O00704,C0386,2025-07-06,Delivered,UPI,Website,2654.1,39.9,0,2654.1,2025-07-11
O00705,C0279,2024-02-12,Delivered,UPI,Mobile App,1527.85,117.15,0,1527.85,2024-02-18
O00706,C0116,2025-10-17,Delivered,Debit Card,Mobile App,1756.5,239.5,0,1756.5,2025-10-21
O00707,C0156,2024-08-02,Delivered,Net Banking,Website,594.15,104.85,40,634.15,2024-08-04
O00708,C0339,2025-08-14,Delivered,UPI,Website,1721.45,224.55,0,1721.45,2025-08-18
O00709,C0386,2025-07-05,Delivered,Credit Card,Mobile App,1330.55,164.45,0,1330.55,2025-07-12
O00710,C0049,2025-04-10,Delivered,Credit Card,Website,359.1,39.9,59,418.1,2025-04-14
O00711,C0400,2024-01-29,Delivered,Credit Card,Website,730.65,67.35,0,730.65,2024-02-02
O00712,C0151,2025-08-15,Delivered,Debit Card,Marketplace,331.55,17.45,59,390.55,2025-08-21
O00713,C0396,2024-10-25,Delivered,Debit Card,Mobile App,319.2,79.8,40,359.2,2024-10-28
O00714,C0407,2025-12-16,Delivered,Net Banking,Website,379.05,19.95,59,438.05,2025-12-20
O00715,C0184,2025-05-01,Returned,COD,Mobile App,584.1,64.9,49,633.1,2025-05-06
O00716,C0337,2024-07-08,Delivered,UPI,Website,331.55,17.45,59,390.55,2024-07-14
O00717,C0156,2024-05-20,Delivered,Credit Card,Website,873.3,174.7,0,873.3,2024-05-22
O00718,C0440,2024-08-17,Delivered,COD,Mobile App,663.1,34.9,40,703.1,2024-08-23
O00719,C0400,2025-10-20,Delivered,Credit Card,Mobile App,1500.05,346.95,0,1500.05,2025-10-23
O00720,C0148,2025-05-24,Delivered,UPI,Website,539.1,59.9,49,588.1,2025-05-27
O00721,C0310,2024-11-30,Cancelled,Credit Card,Website,848.3,149.7,0,0,1900-01-00
O00722,C0071,2025-04-25,Delivered,COD,Website,1384.95,262.05,0,1384.95,2025-05-03
O00723,C0498,2024-11-09,Delivered,Debit Card,Website,1357.45,239.55,0,1357.45,2024-11-12
O00724,C0365,2025-07-09,Delivered,Credit Card,Website,331.55,17.45,59,390.55,2025-07-15
O00725,C0094,2025-10-25,Delivered,UPI,Mobile App,1667.1,79.9,0,1667.1,2025-10-31
O00726,C0299,2024-10-10,Delivered,UPI,Marketplace,1125.55,22.45,0,1125.55,2024-10-16
O00727,C0022,2024-03-12,Delivered,UPI,Mobile App,1497.15,99.85,0,1497.15,2024-03-15
O00728,C0293,2024-09-30,Delivered,UPI,Website,1643.65,52.35,0,1643.65,2024-10-03
O00729,C0315,2024-10-03,Delivered,UPI,Website,798.4,199.6,0,798.4,2024-10-06
O00730,C0435,2025-01-30,Delivered,Net Banking,Website,1038.4,259.6,0,1038.4,2025-02-05
O00731,C0252,2025-03-23,Delivered,UPI,Website,848.3,149.7,0,848.3,2025-03-27
O00732,C0107,2024-08-11,Delivered,UPI,Website,499,0,59,558,2024-08-14
O00733,C0232,2025-12-31,Delivered,UPI,Website,698,0,49,747,2026-01-04
O00734,C0113,2025-08-22,Delivered,Net Banking,Mobile App,2203.05,291.95,0,2203.05,2025-08-25
O00735,C0118,2025-02-23,Delivered,UPI,Website,448.5,149.5,59,507.5,2025-02-26
O00736,C0483,2025-03-09,Delivered,Net Banking,Website,1827.1,69.9,0,1827.1,2025-03-15
O00737,C0079,2025-06-30,Delivered,UPI,Mobile App,998,0,0,998,2025-07-03
O00738,C0237,2024-09-08,Delivered,Debit Card,Website,745.65,52.35,0,745.65,2024-09-14
O00739,C0372,2025-02-17,Delivered,Debit Card,Website,1472.05,24.95,0,1472.05,2025-02-24
O00740,C0189,2025-01-27,Delivered,UPI,Website,494.1,54.9,40,534.1,2025-01-31
O00741,C0389,2024-05-23,Delivered,UPI,Website,359.1,39.9,49,408.1,2024-05-27
O00742,C0126,2024-05-29,Returned,UPI,Website,331.55,17.45,59,390.55,2024-06-02
O00743,C0006,2025-10-23,Delivered,UPI,Website,466.65,82.35,49,515.65,2025-10-27
O00744,C0300,2024-05-06,Delivered,Credit Card,Website,595.9,152.1,49,644.9,2024-05-11
O00745,C0048,2025-09-23,Delivered,UPI,Website,2670.05,24.95,0,2670.05,2025-09-25
O00746,C0136,2025-05-09,Delivered,COD,Website,1612.15,84.85,0,1612.15,2025-05-13
O00747,C0296,2025-07-25,Returned,Debit Card,Mobile App,551.65,97.35,59,610.65,2025-07-30
O00748,C0499,2025-08-14,Delivered,UPI,Mobile App,374.25,124.75,49,423.25,2025-08-21
O00749,C0358,2025-07-09,Delivered,UPI,Mobile App,479.2,119.8,59,538.2,2025-07-11
O00750,C0079,2025-02-28,Delivered,COD,Website,599.25,199.75,59,658.25,2025-03-03
O00751,C0412,2024-06-17,Delivered,Credit Card,Mobile App,599,0,49,648,2024-06-21
O00752,C0242,2024-11-10,Delivered,COD,Mobile App,2546,0,0,2546,2024-11-12
O00753,C0422,2025-08-14,Delivered,Credit Card,Mobile App,569.05,29.95,59,628.05,2025-08-20
O00754,C0255,2025-09-13,Delivered,UPI,Website,261.75,87.25,49,310.75,2025-09-17
O00755,C0206,2025-03-04,Delivered,COD,Website,599,0,40,639,2025-03-06
O00756,C0076,2024-04-20,Delivered,Debit Card,Website,719.1,79.9,0,719.1,2024-04-24
O00757,C0343,2025-11-18,Delivered,COD,Website,549,0,40,589,2025-11-20
O00758,C0412,2024-09-15,Delivered,Credit Card,Marketplace,1162.4,184.6,0,1162.4,2024-09-23
O00759,C0445,2025-12-17,Cancelled,UPI,Website,799,0,0,0,1900-01-00
O00760,C0072,2024-09-02,Delivered,UPI,Website,521.55,27.45,49,570.55,2024-09-08
O00761,C0104,2025-10-25,Cancelled,Debit Card,Website,359.2,89.8,0,0,1900-01-00
O00762,C0101,2025-03-21,Delivered,UPI,Marketplace,888.15,59.85,0,888.15,2025-03-29
O00763,C0293,2024-08-24,Cancelled,UPI,Website,1107.25,89.75,0,0,1900-01-00
O00764,C0123,2024-08-11,Delivered,UPI,Mobile App,299.25,99.75,59,358.25,2024-08-17
O00765,C0340,2024-02-22,Delivered,Credit Card,Mobile App,828.25,119.75,0,828.25,2024-02-24
O00766,C0011,2025-10-19,Delivered,UPI,Website,379.05,19.95,49,428.05,2025-10-23
O00767,C0281,2024-10-23,Cancelled,UPI,Website,1496,0,0,0,1900-01-00
O00768,C0393,2025-07-01,Delivered,Debit Card,Website,331.55,17.45,40,371.55,2025-07-06
O00769,C0412,2024-03-29,Delivered,UPI,Website,900.6,47.4,0,900.6,2024-04-04
O00770,C0318,2025-10-14,Delivered,Debit Card,Marketplace,1324.75,122.25,0,1324.75,2025-10-18
O00771,C0019,2025-04-08,Delivered,UPI,Mobile App,799,0,0,799,2025-04-12
O00772,C0069,2024-04-08,Delivered,UPI,Website,236.55,12.45,59,295.55,2024-04-14
O00773,C0327,2024-11-20,Delivered,Credit Card,Website,336.75,112.25,59,395.75,2024-11-23
O00774,C0039,2025-06-27,Delivered,Debit Card,Website,699,0,0,699,2025-06-30
O00775,C0307,2024-04-12,Delivered,UPI,Website,2193.95,252.05,0,2193.95,2024-04-18
O00776,C0296,2025-12-08,Returned,Debit Card,Website,359.2,89.8,40,399.2,2025-12-13
O00777,C0415,2025-01-04,Delivered,UPI,Marketplace,2249.1,396.9,0,2249.1,2025-01-07
O00778,C0421,2025-11-29,In Transit,UPI,Website,349,0,59,408,1900-01-00
O00779,C0122,2024-03-01,Delivered,UPI,Mobile App,1992.15,104.85,0,1992.15,2024-03-06
O00780,C0332,2025-09-11,In Transit,UPI,Website,629.1,69.9,40,669.1,1900-01-00
O00781,C0496,2025-11-18,Delivered,UPI,Website,449.25,149.75,49,498.25,2025-11-26
O00782,C0334,2024-08-03,Cancelled,UPI,Website,551.65,97.35,0,0,1900-01-00
O00783,C0445,2025-01-12,Delivered,Debit Card,Mobile App,664.05,34.95,49,713.05,2025-01-15
O00784,C0485,2025-11-09,Delivered,UPI,Website,279.2,69.8,40,319.2,2025-11-15
O00785,C0105,2024-11-07,Delivered,UPI,Mobile App,314.1,34.9,49,363.1,2024-11-12
O00786,C0139,2024-06-13,Delivered,UPI,Mobile App,550.65,47.35,49,599.65,2024-06-18
O00787,C0140,2025-11-05,Delivered,UPI,Website,1961.85,534.15,0,1961.85,2025-11-13
O00788,C0271,2024-08-15,Delivered,Debit Card,Website,296.65,52.35,59,355.65,2024-08-21
O00789,C0206,2025-11-16,Delivered,Credit Card,Website,699,0,0,699,2025-11-20
O00790,C0124,2025-06-29,Delivered,COD,Website,379.05,19.95,40,419.05,2025-07-02
O00791,C0226,2024-05-18,Delivered,UPI,Website,474.05,24.95,59,533.05,2024-05-25
O00792,C0048,2024-12-14,Delivered,UPI,Website,763.1,34.9,0,763.1,2024-12-20
O00793,C0475,2025-05-16,Delivered,UPI,Website,948.1,49.9,0,948.1,2025-05-20
O00794,C0357,2024-08-20,Delivered,Debit Card,Website,1030.7,117.3,0,1030.7,2024-08-22
O00795,C0188,2025-10-04,Delivered,Net Banking,Website,1148,0,0,1148,2025-10-11
O00796,C0038,2024-06-06,Delivered,Debit Card,Website,838.45,259.55,0,838.45,2024-06-11
O00797,C0273,2025-11-07,In Transit,Credit Card,Mobile App,1193.15,104.85,0,1193.15,1900-01-00
O00798,C0208,2024-10-29,Delivered,COD,Mobile App,568.1,29.9,59,627.1,2024-11-03
O00799,C0287,2025-05-05,Delivered,Debit Card,Mobile App,1103.3,194.7,0,1103.3,2025-05-08
O00800,C0043,2024-12-13,Delivered,UPI,Website,1861.3,134.7,0,1861.3,2024-12-15
O00801,C0280,2024-03-23,Delivered,UPI,Website,1252.5,244.5,0,1252.5,2024-03-29
O00802,C0300,2024-10-29,In Transit,UPI,Mobile App,593.3,104.7,59,652.3,1900-01-00
O00803,C0014,2024-06-02,Delivered,Debit Card,Mobile App,699,0,0,699,2024-06-07
O00804,C0467,2024-11-13,Delivered,UPI,Website,359.1,39.9,40,399.1,2024-11-18
O00805,C0194,2024-12-19,Delivered,Debit Card,Website,331.55,17.45,49,380.55,2024-12-24
O00806,C0190,2024-11-07,Delivered,UPI,Website,1504.75,142.25,0,1504.75,2024-11-12
O00807,C0009,2025-10-01,In Transit,Net Banking,Website,958.4,239.6,0,958.4,1900-01-00
O00808,C0444,2025-02-05,Delivered,Net Banking,Marketplace,1931.4,214.6,0,1931.4,2025-02-12
O00809,C0271,2024-11-08,Delivered,UPI,Mobile App,1245.65,102.35,0,1245.65,2024-11-11
O00810,C0189,2025-06-25,Delivered,COD,Website,439.2,109.8,59,498.2,2025-06-29
O00811,C0096,2025-02-16,Delivered,UPI,Website,1188.3,209.7,0,1188.3,2025-02-21
O00812,C0158,2025-02-25,Cancelled,Credit Card,Marketplace,569.05,29.95,0,0,1900-01-00
O00813,C0056,2025-01-12,Delivered,Credit Card,Mobile App,314.1,34.9,59,373.1,2025-01-14
O00814,C0020,2024-10-23,Delivered,Net Banking,Website,1998.8,147.2,0,1998.8,2024-10-26
O00815,C0270,2025-04-22,Delivered,Credit Card,Mobile App,499,0,40,539,2025-04-25
O00816,C0116,2024-02-10,Cancelled,Debit Card,Marketplace,1144.75,102.25,0,0,1900-01-00
O00817,C0443,2025-06-21,Delivered,UPI,Mobile App,2845.35,199.65,0,2845.35,2025-06-25
O00818,C0062,2025-03-01,Returned,Debit Card,Website,1997.5,399.5,0,1997.5,2025-03-06
O00819,C0301,2024-05-22,Delivered,UPI,Mobile App,1941.35,204.65,0,1941.35,2024-05-29
O00820,C0425,2025-01-10,Delivered,UPI,Website,798,0,0,798,2025-01-15
O00821,C0481,2024-02-13,Cancelled,UPI,Mobile App,296.65,52.35,0,0,1900-01-00
O00822,C0391,2024-01-28,Delivered,UPI,Marketplace,379.05,19.95,49,428.05,2024-02-01
O00823,C0261,2025-07-17,Delivered,Credit Card,Mobile App,718.2,79.8,0,718.2,2025-07-26
O00824,C0149,2024-11-13,Delivered,Credit Card,Website,629.1,69.9,59,688.1,2024-11-19
O00825,C0209,2024-02-17,Delivered,Credit Card,Website,349,0,40,389,2024-02-22
O00826,C0298,2024-11-09,Delivered,COD,Mobile App,1138.1,59.9,0,1138.1,2024-11-14
O00827,C0483,2025-10-02,Delivered,Net Banking,Mobile App,805.8,142.2,0,805.8,2025-10-09
O00828,C0297,2025-01-28,Delivered,UPI,Mobile App,718.2,79.8,0,718.2,2025-02-03
O00829,C0489,2024-06-28,Delivered,Net Banking,Mobile App,379.05,19.95,59,438.05,2024-07-03
O00830,C0209,2025-09-29,In Transit,Credit Card,Website,1197,0,0,1197,1900-01-00
O00831,C0227,2024-06-27,Delivered,COD,Mobile App,629.1,69.9,49,678.1,2024-07-02
O00832,C0267,2024-05-21,Delivered,UPI,Mobile App,521.55,27.45,59,580.55,2024-05-24
O00833,C0412,2024-05-30,Delivered,Credit Card,Website,888.25,109.75,0,888.25,2024-06-02
O00834,C0415,2025-10-17,Delivered,Net Banking,Website,381.65,67.35,49,430.65,2025-10-21
